Country or Area,Year,Value,
Lao PDR,1988,598961279.4,
Lao PDR,1987,1087273076,
Lao PDR,1986,1776842041,
Lao PDR,1985,2366666616,
Lao PDR,1984,1757142806,
Latin America & Caribbean (all income levels),2014,6.18123E+12,
Latin America & Caribbean (all income levels),2013,6.26987E+12,
Latin America & Caribbean (all income levels),2012,6.12162E+12,
Latin America & Caribbean (all income levels),2011,6.08864E+12,
Latin America & Caribbean (all income levels),2010,5.374E+12,
Latin America & Caribbean (all income levels),2009,4.34198E+12,
Latin America & Caribbean (all income levels),2008,4.61992E+12,
Latin America & Caribbean (all income levels),2007,3.97709E+12,
Latin America & Caribbean (all income levels),2006,3.36626E+12,
Latin America & Caribbean (all income levels),2005,2.86788E+12,
Latin America & Caribbean (all income levels),2004,2.36897E+12,
Latin America & Caribbean (all income levels),2003,2.03799E+12,
Latin America & Caribbean (all income levels),2002,1.97818E+12,
Latin America & Caribbean (all income levels),2001,2.20581E+12,
Latin America & Caribbean (all income levels),2000,2.26493E+12,
Latin America & Caribbean (all income levels),1999,2.05095E+12,
Latin America & Caribbean (all income levels),1998,2.27131E+12,
Latin America & Caribbean (all income levels),1997,2.25452E+12,
Latin America & Caribbean (all income levels),1996,2.05984E+12,
Latin America & Caribbean (all income levels),1995,1.911E+12,
Latin America & Caribbean (all income levels),1994,1.79239E+12,
Latin America & Caribbean (all income levels),1993,1.56069E+12,
Latin America & Caribbean (all income levels),1992,1.35429E+12,
Latin America & Caribbean (all income levels),1991,1.4363E+12,
Latin America & Caribbean (all income levels),1990,1.16692E+12,
Latin America & Caribbean (all income levels),1989,1.00335E+12,
Latin America & Caribbean (all income levels),1988,9.18027E+11,
Latin America & Caribbean (all income levels),1987,8.0396E+11,
Latin America & Caribbean (all income levels),1986,7.64104E+11,
Latin America & Caribbean (all income levels),1985,7.50539E+11,
Latin America & Caribbean (all income levels),1984,7.29978E+11,
Latin America & Caribbean (all income levels),1983,7.4002E+11,
Latin America & Caribbean (all income levels),1982,8.33068E+11,
Latin America & Caribbean (all income levels),1981,8.9007E+11,
Latin America & Caribbean (all income levels),1980,7.72966E+11,
Latin America & Caribbean (all income levels),1979,6.51658E+11,
Latin America & Caribbean (all income levels),1978,5.47766E+11,
Latin America & Caribbean (all income levels),1977,4.83034E+11,
Latin America & Caribbean (all income levels),1976,4.38736E+11,
Latin America & Caribbean (all income levels),1975,3.9453E+11,
Latin America & Caribbean (all income levels),1974,3.75904E+11,
Latin America & Caribbean (all income levels),1973,2.89379E+11,
Latin America & Caribbean (all income levels),1972,2.21014E+11,
Latin America & Caribbean (all income levels),1971,1.96562E+11,
Latin America & Caribbean (all income levels),1970,1.76056E+11,
Latin America & Caribbean (all income levels),1969,1.61957E+11,
Latin America & Caribbean (all income levels),1968,1.44625E+11,
Latin America & Caribbean (all income levels),1967,1.34257E+11,
Latin America & Caribbean (all income levels),1966,1.31112E+11,
Latin America & Caribbean (all income levels),1965,1.19567E+11,
Latin America & Caribbean (all income levels),1964,1.107E+11,
Latin America & Caribbean (all income levels),1963,99474308865,
Latin America & Caribbean (all income levels),1962,99181034005,
Latin America & Caribbean (all income levels),1961,86149617456,
Latin America & Caribbean (all income levels),1960,81126089550,
Latin America & Caribbean (developing only),2014,4.77453E+12,
Latin America & Caribbean (developing only),2013,4.76101E+12,
Latin America & Caribbean (developing only),2012,4.65511E+12,
Latin America & Caribbean (developing only),2011,4.75265E+12,
Latin America & Caribbean (developing only),2010,4.10581E+12,
Latin America & Caribbean (developing only),2009,3.28468E+12,
Latin America & Caribbean (developing only),2008,3.53511E+12,
Latin America & Caribbean (developing only),2007,3.07833E+12,
Latin America & Caribbean (developing only),2006,2.61194E+12,
Latin America & Caribbean (developing only),2005,2.23394E+12,
Latin America & Caribbean (developing only),2004,1.84383E+12,
Latin America & Caribbean (developing only),2003,1.62876E+12,
Latin America & Caribbean (developing only),2002,1.60084E+12,
Latin America & Caribbean (developing only),2001,1.62163E+12,
Latin America & Caribbean (developing only),2000,1.67077E+12,
Latin America & Caribbean (developing only),1999,1.48854E+12,
Latin America & Caribbean (developing only),1998,1.69695E+12,
Latin America & Caribbean (developing only),1997,1.69691E+12,
Latin America & Caribbean (developing only),1996,1.55626E+12,
Latin America & Caribbean (developing only),1995,1.42467E+12,
Latin America & Caribbean (developing only),1994,1.34709E+12,
Latin America & Caribbean (developing only),1993,1.14892E+12,
Latin America & Caribbean (developing only),1992,9.58029E+11,
Latin America & Caribbean (developing only),1991,1.09783E+12,
Latin America & Caribbean (developing only),1990,8.91027E+11,
Latin America & Caribbean (developing only),1989,8.05178E+11,
Latin America & Caribbean (developing only),1988,6.60532E+11,
Latin America & Caribbean (developing only),1987,5.81963E+11,
Latin America & Caribbean (developing only),1986,5.35928E+11,
Latin America & Caribbean (developing only),1985,5.47854E+11,
Latin America & Caribbean (developing only),1984,5.36947E+11,
Latin America & Caribbean (developing only),1983,5.00906E+11,
Latin America & Caribbean (developing only),1982,6.07158E+11,
Latin America & Caribbean (developing only),1981,6.62858E+11,
Latin America & Caribbean (developing only),1980,5.64718E+11,
Latin America & Caribbean (developing only),1979,4.76543E+11,
Latin America & Caribbean (developing only),1978,4.042E+11,
Latin America & Caribbean (developing only),1977,3.49907E+11,
Latin America & Caribbean (developing only),1976,3.2315E+11,
Latin America & Caribbean (developing only),1975,2.86395E+11,
Latin America & Caribbean (developing only),1974,2.42096E+11,
Latin America & Caribbean (developing only),1973,1.86237E+11,
Latin America & Caribbean (developing only),1972,1.4722E+11,
Latin America & Caribbean (developing only),1971,1.26923E+11,
Latin America & Caribbean (developing only),1970,1.12851E+11,
Latin America & Caribbean (developing only),1969,1.01669E+11,
Latin America & Caribbean (developing only),1968,91951909581,
Latin America & Caribbean (developing only),1967,85498223339,
Latin America & Caribbean (developing only),1966,78262175947,
Latin America & Caribbean (developing only),1965,68647159258,
Latin America & Caribbean (developing only),1964,63648167952,
Latin America & Caribbean (developing only),1963,59532041791,
Latin America & Caribbean (developing only),1962,53569627667,
Latin America & Caribbean (developing only),1961,46068700126,
Latin America & Caribbean (developing only),1960,43725063679,
Latvia,2014,31286809075,
Latvia,2013,30241650060,
Latvia,2012,28023276372,
Latvia,2011,28385281828,
Latvia,2010,23743309486,
Latvia,2009,26144610787,
Latvia,2008,35542093261,
Latvia,2007,30847189167,
Latvia,2006,21410923000,
Latvia,2005,16903250778,
Latvia,2004,14359465331,
Latvia,2003,11734856721,
Latvia,2002,9537868349,
Latvia,2001,8347312514,
Latvia,2000,7934770568,
Latvia,1999,7530139323,
Latvia,1998,7172336471,
Latvia,1997,6522759497,
Latvia,1996,5966697295,
Latvia,1995,5785037079,
Least developed countries: UN classification,2014,8.88054E+11,
Least developed countries: UN classification,2013,8.1689E+11,
Least developed countries: UN classification,2012,7.68195E+11,
Least developed countries: UN classification,2011,7.2466E+11,
Least developed countries: UN classification,2010,6.35624E+11,
Least developed countries: UN classification,2009,5.65573E+11,
Least developed countries: UN classification,2008,5.73932E+11,
Least developed countries: UN classification,2007,4.6751E+11,
Least developed countries: UN classification,2006,3.89689E+11,
Least developed countries: UN classification,2005,3.33376E+11,
Least developed countries: UN classification,2004,2.78079E+11,
Least developed countries: UN classification,2003,2.39497E+11,
Least developed countries: UN classification,2002,2.1294E+11,
Least developed countries: UN classification,2001,1.95106E+11,
Least developed countries: UN classification,2000,2.02413E+11,
Least developed countries: UN classification,1999,1.77838E+11,
Least developed countries: UN classification,1998,1.76038E+11,
Least developed countries: UN classification,1997,1.75109E+11,
Least developed countries: UN classification,1996,1.65251E+11,
Least developed countries: UN classification,1995,1.49523E+11,
Least developed countries: UN classification,1994,1.3021E+11,
Least developed countries: UN classification,1993,1.40657E+11,
Least developed countries: UN classification,1992,1.38739E+11,
Least developed countries: UN classification,1991,1.58195E+11,
Least developed countries: UN classification,1990,1.53909E+11,
Least developed countries: UN classification,1989,1.4944E+11,
Least developed countries: UN classification,1988,1.44169E+11,
Least developed countries: UN classification,1987,1.41172E+11,
Least developed countries: UN classification,1986,1.29425E+11,
Least developed countries: UN classification,1985,1.18725E+11,
Least developed countries: UN classification,1984,1.07461E+11,
Least developed countries: UN classification,1983,1.08642E+11,
Least developed countries: UN classification,1982,1.16132E+11,
Least developed countries: UN classification,1981,1.16383E+11,
Least developed countries: UN classification,1980,1.15236E+11,
Lebanon,2014,45730945274,
Lebanon,2013,44352418120,
Lebanon,2012,43205095854,
Lebanon,2011,40078938640,
Lebanon,2010,38009950249,
Lebanon,2009,35139635158,
Lebanon,2008,28829850746,
Lebanon,2007,24577114428,
Lebanon,2006,21796351575,
Lebanon,2005,21287562189,
Lebanon,2004,20955223881,
Lebanon,2003,20082918740,
Lebanon,2002,19152238806,
Lebanon,2001,17649751244,
Lebanon,2000,17260364842,
Lebanon,1999,17391056369,
Lebanon,1998,17247179006,
Lebanon,1997,15751867489,
Lebanon,1996,13690217333,
Lebanon,1995,11718795528,
Lebanon,1994,9599127050,
Lebanon,1993,7535259851,
Lebanon,1992,5545921947,
Lebanon,1991,4451497288,
Lebanon,1990,2838485398,
Lebanon,1989,2717998713,
Lebanon,1988,3313539979,
Lesotho,2014,2181300506,
Lesotho,2013,2218102350,
Lesotho,2012,2384043849,
Lesotho,2011,2523309140,
Lesotho,2010,2187482926,
Lesotho,2009,1711412960,
Lesotho,2008,1630672199,
Lesotho,2007,1597476800,
Lesotho,2006,1428852975,
Lesotho,2005,1368352564,
Lesotho,2004,1234215385,
Lesotho,2003,969167237.3,
Lesotho,2002,656752929.1,
Lesotho,2001,706400239.3,
Lesotho,2000,771261707.8,
Lesotho,1999,801538587.4,
Lesotho,1998,819420074.9,
Lesotho,1997,859809027.8,
Lesotho,1996,815946782,
Lesotho,1995,859088528,
Lesotho,1994,755041117.5,
Lesotho,1993,721608470.8,
Lesotho,1992,720546984.6,
Lesotho,1991,608771230.9,
Lesotho,1990,544578771.2,
Lesotho,1989,451447042.2,
Lesotho,1988,429740033.7,
Lesotho,1987,369345623,
Lesotho,1986,290586782.6,
Lesotho,1985,247680797,
Lesotho,1984,302993843.6,
Lesotho,1983,355443856.1,
Lesotho,1982,326943105.1,
Lesotho,1981,434174015.4,
Lesotho,1980,431542682.2,
Lesotho,1979,290134729.7,
Lesotho,1978,266569999.8,
Lesotho,1977,193314999.8,
Lesotho,1976,147659999.9,
Lesotho,1975,149558945.4,
Lesotho,1974,150851315.7,
Lesotho,1973,121188698.6,
Lesotho,1972,80915356.83,
Lesotho,1971,76480285.11,
Lesotho,1970,68739972.53,
Lesotho,1969,65967973.64,
Lesotho,1968,61445975.45,
Lesotho,1967,59261976.32,
Lesotho,1966,56699977.34,
Lesotho,1965,54879978.07,
Lesotho,1964,51939979.24,
Lesotho,1963,47039981.2,
Lesotho,1962,41859983.27,
Lesotho,1961,35699985.73,
Lesotho,1960,34579986.18,
Liberia,2014,2013000000,
Liberia,2013,1946500000,
Liberia,2012,1735500000,
Liberia,2011,1545400000,
Liberia,2010,1292697100,
Liberia,2009,1155147400,
Liberia,2008,850040500,
Liberia,2007,739027200,
Liberia,2006,604028900,
Liberia,2005,550000000,
Liberia,2004,474700000,
Liberia,2003,416000000,
Liberia,2002,543000000,
Liberia,2001,521000000,
Liberia,2000,529064600,
Liberia,1999,441800000,
Liberia,1998,359600000,
Liberia,1997,295900000,
Liberia,1996,159400000,
Liberia,1995,134800000,
Liberia,1994,132200000,
Liberia,1993,160400000,
Liberia,1992,223500000,
Liberia,1991,348000000,
Liberia,1990,384400000,
Liberia,1989,786300000,
Liberia,1988,1038300000,
Liberia,1987,972800000,
Liberia,1986,840964400,
Liberia,1985,851296100,
Liberia,1984,848478300,
Liberia,1983,823374900,
Liberia,1982,863933200,
Liberia,1981,846514500,
Liberia,1980,854711500,
Liberia,1979,814067900,
Liberia,1978,717240400,
Liberia,1977,673010600,
Liberia,1976,596675700,
Liberia,1975,577549300,
Liberia,1974,486955000,
Liberia,1973,386968300,
Liberia,1972,368098000,
Liberia,1971,341543100,
Liberia,1970,323099700,
Liberia,1969,306961800,
Liberia,1968,276820700,
Liberia,1967,261024300,
Liberia,1966,244459500,
Liberia,1965,229260800,
Liberia,1964,218929100,
Liberia,1963,200229600,
Liberia,1962,191861800,
Liberia,1961,183920900,
Liberia,1960,190495600,
Libya,2014,41142722414,
Libya,2013,65509594212,
Libya,2012,81905365776,
Libya,2011,34699395524,
Libya,2010,74773444901,
Libya,2009,63028320702,
Libya,2008,87140405361,
Libya,2007,67516236338,
Libya,2006,54961936663,
Libya,2005,47334148578,
Libya,2004,33122307692,
Libya,2003,26265625000,
Libya,2002,20481889764,
Libya,2001,34110064452,
Libya,2000,38270206950,
Libya,1999,35976714101,
Libya,1998,27249786142,
Libya,1997,30698633109,
Libya,1996,27884615385,
Libya,1995,25544128199,
Libya,1994,28607921929,
Libya,1993,30657030223,
Libya,1992,33881392045,
Libya,1991,31995012469,
Libya,1990,28904898118,
Liechtenstein,2012,5487773452,
Liechtenstein,2011,5739705822,
Liechtenstein,2010,5082338965,
Liechtenstein,2009,4504376590,
Liechtenstein,2008,5081479840,
Liechtenstein,2007,4601430549,
Liechtenstein,2006,4000101033,
Liechtenstein,2005,3659320087,
Liechtenstein,2004,3454374270,
Liechtenstein,2003,3070803439,
Liechtenstein,2002,2688617885,
Liechtenstein,2001,2491800559,
Liechtenstein,2000,2483890594,
Liechtenstein,1999,2664105901,
Liechtenstein,1998,2479698576,
Liechtenstein,1997,2298390595,
Liechtenstein,1996,2504012993,
Liechtenstein,1995,2428524712,
Liechtenstein,1994,1948128911,
Liechtenstein,1993,1673085618,
Liechtenstein,1992,1631176647,
Liechtenstein,1991,1484160644,
Liechtenstein,1990,1421508875,
Liechtenstein,1989,1119983801,
Liechtenstein,1988,1161757671,
Liechtenstein,1987,1052849231,
Liechtenstein,1986,779357947,
Liechtenstein,1985,529073612.5,
Liechtenstein,1984,502620920.7,
Liechtenstein,1983,524023708.3,
Liechtenstein,1982,522096760.5,
Liechtenstein,1981,511647837.1,
Liechtenstein,1980,534699256.8,
Liechtenstein,1979,503173104.7,
Liechtenstein,1978,436912068,
Liechtenstein,1977,303493119.6,
Liechtenstein,1976,272489336.9,
Liechtenstein,1975,246389070.1,
Liechtenstein,1974,193980464.9,
Liechtenstein,1973,165928864.1,
Liechtenstein,1972,124940289.4,
Liechtenstein,1971,104889791.1,
Liechtenstein,1970,90099360.77,
Lithuania,2014,48353937110,
Lithuania,2013,46412093986,
Lithuania,2012,42852204396,
Lithuania,2011,43505562065,
Lithuania,2010,37132564255,
Lithuania,2009,37440673478,
Lithuania,2008,47850551149,
Lithuania,2007,39738180077,
Lithuania,2006,30216060233,
Lithuania,2005,26125575942,
Lithuania,2004,22649930576,
Lithuania,2003,18802576988,
Lithuania,2002,14278357284,
Lithuania,2001,12252498921,
Lithuania,2000,11539211480,
Lithuania,1999,10972878636,
Lithuania,1998,11240360898,
Lithuania,1997,10120274493,
Lithuania,1996,8385109020,
Lithuania,1995,7870782261,
Low & middle income,2014,2.50631E+13,
Low & middle income,2013,2.40115E+13,
Low & middle income,2012,2.25965E+13,
Low & middle income,2011,2.13543E+13,
Low & middle income,2010,1.82219E+13,
Low & middle income,2009,1.49357E+13,
Low & middle income,2008,1.48987E+13,
Low & middle income,2007,1.25531E+13,
Low & middle income,2006,1.01813E+13,
Low & middle income,2005,8.64572E+12,
Low & middle income,2004,7.32049E+12,
Low & middle income,2003,6.26587E+12,
Low & middle income,2002,5.57926E+12,
Low & middle income,2001,5.29634E+12,
Low & middle income,2000,5.27655E+12,
Low & middle income,1999,4.86228E+12,
Low & middle income,1998,4.90895E+12,
Low & middle income,1997,4.9675E+12,
Low & middle income,1996,4.70368E+12,
Low & middle income,1995,4.25291E+12,
Low & middle income,1994,3.74431E+12,
Low & middle income,1993,3.377E+12,
Low & middle income,1992,3.11197E+12,
Low & middle income,1991,3.14859E+12,
Low & middle income,1990,2.95425E+12,
Low & middle income,1989,2.62696E+12,
Low & middle income,1988,2.40067E+12,
Low & middle income,1987,2.22955E+12,
Low & middle income,1986,2.14951E+12,
Low & middle income,1985,2.07361E+12,
Low & middle income,1984,1.97177E+12,
Low & middle income,1983,1.89389E+12,
Low & middle income,1982,1.95459E+12,
Low & middle income,1981,1.9756E+12,
Low & middle income,1980,1.83644E+12,
Low & middle income,1979,1.57038E+12,
Low & middle income,1978,1.32269E+12,
Low & middle income,1977,1.21268E+12,
Low & middle income,1976,1.0776E+12,
Low & middle income,1975,9.91765E+11,
Low & middle income,1974,8.69607E+11,
Low & middle income,1973,6.88104E+11,
Low & middle income,1972,5.50574E+11,
Low & middle income,1971,4.89967E+11,
Low & middle income,1970,4.54078E+11,
Low & middle income,1969,4.12178E+11,
Low & middle income,1968,3.69462E+11,
Low & middle income,1967,3.5037E+11,
Low & middle income,1966,3.35831E+11,
Low & middle income,1965,3.24204E+11,
Low & middle income,1964,2.92747E+11,
Low & middle income,1963,2.65749E+11,
Low & middle income,1962,2.38586E+11,
Low & middle income,1961,2.28735E+11,
Low & middle income,1960,2.37985E+11,
Low income,2014,3.98567E+11,
Low income,2013,3.72062E+11,
Low income,2012,3.42556E+11,
Low income,2011,3.15851E+11,
Low income,2010,2.8138E+11,
Low income,2009,2.59559E+11,
Low income,2008,2.46856E+11,
Low income,2007,2.04737E+11,
Low income,2006,1.7165E+11,
Low income,2005,1.53946E+11,
Low income,2004,1.32733E+11,
Low income,2003,1.1649E+11,
Low income,2002,1.06706E+11,
Low income,2001,99962424420,
Low income,2000,1.10892E+11,
Low income,1999,94952586289,
Low income,1998,95078488005,
Low income,1997,94812022072,
Low income,1996,91290735255,
Low income,1995,81849434212,
Low income,1994,71183011983,
Low income,1993,82215650293,
Low income,1992,82196404100,
Low income,1991,95026051648,
Low income,1990,92133454819,
Low income,1989,87194021899,
Low income,1988,88110713247,
Low income,1987,81080332355,
Low income,1986,78575286911,
Low income,1985,70280313643,
Low income,1984,68016749914,
Low income,1983,74313749024,
Low income,1982,79534582567,
Low income,1981,75810791601,
Low income,1980,78447866737,
Lower middle income,2014,5.76582E+12,
Lower middle income,2013,5.47334E+12,
Lower middle income,2012,5.27083E+12,
Lower middle income,2011,5.06471E+12,
Lower middle income,2010,4.53086E+12,
Lower middle income,2009,3.56979E+12,
Lower middle income,2008,3.47198E+12,
Lower middle income,2007,3.12099E+12,
Lower middle income,2006,2.5319E+12,
Lower middle income,2005,2.13459E+12,
Lower middle income,2004,1.85533E+12,
Lower middle income,2003,1.62351E+12,
Lower middle income,2002,1.41823E+12,
Lower middle income,2001,1.32198E+12,
Lower middle income,2000,1.30728E+12,
Lower middle income,1999,1.23583E+12,
Lower middle income,1998,1.13769E+12,
Lower middle income,1997,1.25984E+12,
Lower middle income,1996,1.21999E+12,
Lower middle income,1995,1.11162E+12,
Lower middle income,1994,9.90765E+11,
Lower middle income,1993,9.12519E+11,
Lower middle income,1992,9.11426E+11,
Lower middle income,1991,8.70591E+11,
Lower middle income,1990,9.06699E+11,
Lower middle income,1989,8.45333E+11,
Lower middle income,1988,8.32411E+11,
Lower middle income,1987,7.93548E+11,
Lower middle income,1986,7.20269E+11,
Lower middle income,1985,6.93544E+11,
Lower middle income,1984,6.59384E+11,
Lower middle income,1983,6.63356E+11,
Lower middle income,1982,6.79173E+11,
Lower middle income,1981,6.75627E+11,
Lower middle income,1980,6.39116E+11,
Lower middle income,1979,5.13677E+11,
Lower middle income,1978,4.52324E+11,
Lower middle income,1977,4.02784E+11,
Lower middle income,1976,3.51836E+11,
Lower middle income,1975,3.24629E+11,
Lower middle income,1974,2.92756E+11,
Lower middle income,1973,2.28272E+11,
Lower middle income,1972,1.91438E+11,
Lower middle income,1971,1.79995E+11,
Lower middle income,1970,1.73432E+11,
Lower middle income,1969,1.57315E+11,
Lower middle income,1968,1.40917E+11,
Lower middle income,1967,1.31495E+11,
Lower middle income,1966,1.23236E+11,
Lower middle income,1965,1.36608E+11,
Lower middle income,1964,1.27226E+11,
Lower middle income,1963,1.12567E+11,
Lower middle income,1962,1.0131E+11,
Lower middle income,1961,98503125044,
Lower middle income,1960,92387267367,
Luxembourg,2014,64873963098,
Luxembourg,2013,61794506556,
Luxembourg,2012,55986712368,
Luxembourg,2011,58697386711,
Luxembourg,2010,52351655629,
Luxembourg,2009,50386496249,
Luxembourg,2008,55144865973,
Luxembourg,2007,50323159047,
Luxembourg,2006,41913561661,
Luxembourg,2005,36977365999,
Luxembourg,2004,34343804321,
Luxembourg,2003,29206884876,
Luxembourg,2002,23308582722,
Luxembourg,2001,21052080537,
Luxembourg,2000,21375345495,
Luxembourg,1999,22343344130,
Luxembourg,1998,20409248166,
Luxembourg,1997,19526405503,
Luxembourg,1996,21703979153,
Luxembourg,1995,21803347564,
Luxembourg,1994,18508451170,
Luxembourg,1993,16651231110,
Luxembourg,1992,16225873777,
Luxembourg,1991,14464630124,
Luxembourg,1990,13361108522,
Luxembourg,1989,10495080569,
Luxembourg,1988,9847344377,
Luxembourg,1987,8700076499,
Luxembourg,1986,6990250858,
Luxembourg,1985,4785790611,
Luxembourg,1984,4640690519,
Luxembourg,1983,4730381933,
Luxembourg,1982,4812039555,
Luxembourg,1981,5283955997,
Luxembourg,1980,6294122224,
Luxembourg,1979,5768385938,
Luxembourg,1978,4933558345,
Luxembourg,1977,3961996736,
Luxembourg,1976,3579594984,
Luxembourg,1975,3265660305,
Luxembourg,1974,3328712096,
Luxembourg,1973,2728805216,
Luxembourg,1972,1988356063,
Luxembourg,1971,1587982584,
Luxembourg,1970,1524197338,
Luxembourg,1969,1234878981,
Luxembourg,1968,1066447131,
Luxembourg,1967,974721762.5,
Luxembourg,1966,968440149.5,
Luxembourg,1965,921600736.3,
Luxembourg,1964,903158753.9,
Luxembourg,1963,791140595.8,
Luxembourg,1962,741509480.8,
Luxembourg,1961,704145671.4,
Luxembourg,1960,703925705.9,
"Macao SAR, China",2014,55501734046,
"Macao SAR, China",2013,51313531849,
"Macao SAR, China",2012,42991714540,
"Macao SAR, China",2011,36634780874,
"Macao SAR, China",2010,28359765190,
"Macao SAR, China",2009,21313219443,
"Macao SAR, China",2008,20731048491,
"Macao SAR, China",2007,18054581316,
"Macao SAR, China",2006,14568757217,
"Macao SAR, China",2005,11792517881,
"Macao SAR, China",2004,10258287502,
"Macao SAR, China",2003,7926414252,
"Macao SAR, China",2002,7008055493,
"Macao SAR, China",2001,6514271488,
"Macao SAR, China",2000,6101794939,
"Macao SAR, China",1999,5916920007,
"Macao SAR, China",1998,6186449842,
"Macao SAR, China",1997,6674545910,
"Macao SAR, China",1996,6628525683,
"Macao SAR, China",1995,6560637943,
"Macao SAR, China",1994,5868533724,
"Macao SAR, China",1993,5280184999,
"Macao SAR, China",1992,4581209814,
"Macao SAR, China",1991,3464924728,
"Macao SAR, China",1990,2990180516,
"Macao SAR, China",1989,2478807841,
"Macao SAR, China",1988,2087122776,
"Macao SAR, China",1987,1786734514,
"Macao SAR, China",1986,1376075268,
"Macao SAR, China",1985,1222072821,
"Macao SAR, China",1984,1182693473,
"Macao SAR, China",1983,1016585687,
"Macao SAR, China",1982,1021654718,
"Macedonia, FYR",2014,11323769141,
"Macedonia, FYR",2013,10767448427,
"Macedonia, FYR",2012,9745251126,
"Macedonia, FYR",2011,10494632699,
"Macedonia, FYR",2010,9407168702,
"Macedonia, FYR",2009,9401731496,
"Macedonia, FYR",2008,9909548411,
"Macedonia, FYR",2007,8336478142,
"Macedonia, FYR",2006,6861222332,
"Macedonia, FYR",2005,6258600714,
"Macedonia, FYR",2004,5682719260,
"Macedonia, FYR",2003,4946292775,
"Macedonia, FYR",2002,4018365247,
"Macedonia, FYR",2001,3709637830,
"Macedonia, FYR",2000,3772851420,
"Macedonia, FYR",1999,3673288264,
"Macedonia, FYR",1998,3571043103,
"Macedonia, FYR",1997,3735312143,
"Macedonia, FYR",1996,4422160018,
"Macedonia, FYR",1995,4449375346,
"Macedonia, FYR",1994,3381270208,
"Macedonia, FYR",1993,2550195043,
"Macedonia, FYR",1992,2316618543,
"Macedonia, FYR",1991,4694744898,
"Macedonia, FYR",1990,4471828622,
Madagascar,2014,10593147381,
Madagascar,2013,10613473833,
Madagascar,2012,9919780071,
Madagascar,2011,9892702358,
Madagascar,2010,8729936136,
Madagascar,2009,8550363975,
Madagascar,2008,9413002921,
Madagascar,2007,7342923489,
Madagascar,2006,5515884349,
Madagascar,2005,5039293031,
Madagascar,2004,4363934494,
Madagascar,2003,5474030080,
Madagascar,2002,4397254608,
Madagascar,2001,4529575348,
Madagascar,2000,3877673539,
Madagascar,1999,3717515283,
Madagascar,1998,3738704468,
Madagascar,1997,3545776697,
Madagascar,1996,3995028593,
Madagascar,1995,3159901232,
Madagascar,1994,2977040722,
Madagascar,1993,3370842211,
Madagascar,1992,3024459564,
Madagascar,1991,2653141959,
Madagascar,1990,3081479800,
Madagascar,1989,2498059015,
Madagascar,1988,2442507588,
Madagascar,1987,2565634382,
Madagascar,1986,3258288891,
Madagascar,1985,2857889712,
Madagascar,1984,2939485472,
Madagascar,1983,3511573992,
Madagascar,1982,3526198070,
Madagascar,1981,3594868208,
Madagascar,1980,4042139901,
Madagascar,1979,3463565881,
Madagascar,1978,2669755116,
Madagascar,1977,2358930406,
Madagascar,1976,2181844194,
Madagascar,1975,2283049233,
Madagascar,1974,1917508190,
Madagascar,1973,1653062347,
Madagascar,1972,1341590682,
Madagascar,1971,1199507630,
Madagascar,1970,1111859570,
Madagascar,1969,1056391055,
Madagascar,1968,1031669636,
Madagascar,1967,956436931.1,
Madagascar,1966,900264583.7,
Madagascar,1965,833563472.2,
Madagascar,1964,802482182.9,
Madagascar,1963,759345863,
Madagascar,1962,739286906.9,
Madagascar,1961,699161943.9,
Madagascar,1960,673081724.1,
Malawi,2014,4258033615,
Malawi,2013,3883521175,
Malawi,2012,4240491999,
Malawi,2011,5627896279,
Malawi,2010,5398615401,
Malawi,2009,5030641493,
Malawi,2008,4276769473,
Malawi,2007,3647816870,
Malawi,2006,3116790613,
Malawi,2005,2754995877,
Malawi,2004,2625127098,
Malawi,2003,2424656666,
Malawi,2002,2665158943,
Malawi,2001,1716502070,
Malawi,2000,1743506287,
Malawi,1999,1775920040,
Malawi,1998,1750585204,
Malawi,1997,2663238983,
Malawi,1996,2281039098,
Malawi,1995,1397454122,
Malawi,1994,1181801920,
Malawi,1993,2070647127,
Malawi,1992,1799529357,
Malawi,1991,2203536031,
Malawi,1990,1880784192,
Malawi,1989,1590201656,
Malawi,1988,1379923808,
Malawi,1987,1183071363,
Malawi,1986,1183671788,
Malawi,1985,1131349992,
Malawi,1984,1208026080,
Malawi,1983,1223225019,
Malawi,1982,1180094061,
Malawi,1981,1237686961,
Malawi,1980,1237662067,
Malawi,1979,1058297676,
Malawi,1978,948983308.8,
Malawi,1977,806265763.8,
Malawi,1976,670309253,
Malawi,1975,613196872.6,
Malawi,1974,548618789.9,
Malawi,1973,444302221.3,
Malawi,1972,406084197.4,
Malawi,1971,365389567.2,
Malawi,1970,290520116.3,
Malawi,1969,265800106.4,
Malawi,1968,245160098.1,
Malawi,1967,269812781.8,
Malawi,1966,260400208.5,
Malawi,1965,229460183.7,
Malawi,1964,194740155.9,
Malawi,1963,190820152.8,
Malawi,1962,183120146.6,
Malawi,1961,174580139.8,
Malawi,1960,162960130.5,
Malaysia,2014,3.38104E+11,
Malaysia,2013,3.23343E+11,
Malaysia,2012,3.14443E+11,
Malaysia,2011,2.97952E+11,
Malaysia,2010,2.55017E+11,
Malaysia,2009,2.02258E+11,
Malaysia,2008,2.30814E+11,
Malaysia,2007,1.93548E+11,
Malaysia,2006,1.62691E+11,
Malaysia,2005,1.43534E+11,
Malaysia,2004,1.2475E+11,
Malaysia,2003,1.10202E+11,
Malaysia,2002,1.00845E+11,
